timestamp,user_id,post_id,action,target
2021-12-22 20:31:24,136075,4428,view,0
2021-12-22 20:31:53,136075,5166,view,1
2021-12-22 20:32:37,136075,5166,like,0
2021-12-22 20:32:39,136075,1272,view,0
2021-12-22 20:33:42,136075,3475,view,0
2021-12-22 20:34:13,136075,1431,view,1
2021-12-22 20:35:11,136075,1431,like,0
2021-12-22 20:35:13,136075,1651,view,0
2021-12-22 20:36:38,136075,1034,view,0
2021-12-22 20:38:43,136075,4554,view,0
2021-12-22 20:39:00,136075,3063,view,0
2021-12-22 20:40:27,136075,5218,view,0
2021-12-22 20:42:14,136075,5217,view,0
2021-12-22 20:45:13,136075,2254,view,1
2021-12-22 20:45:50,136075,2254,like,0
2021-12-22 20:45:52,136075,2068,view,0
2021-12-22 20:48:11,136075,3234,view,1
2021-12-22 20:50:20,136075,3234,like,0
2021-12-22 20:50:22,136075,5371,view,0
2021-12-22 20:51:41,136075,303,view,1
2021-12-22 20:54:02,136075,303,like,0
2021-12-22 20:54:04,136075,3575,view,0
2021-12-22 20:55:40,136075,2436,view,0
2021-10-02 19:33:15,136076,3333,view,0
2021-10-02 19:35:28,136076,3948,view,0
2021-10-02 19:36:04,136076,7263,view,1
2021-10-02 19:36:54,136076,7263,like,0
2021-10-02 19:36:56,136076,1763,view,0
2021-10-02 19:37:43,136076,2380,view,1
2021-10-02 19:39:18,136076,2380,like,0
2021-10-02 19:39:20,136076,1892,view,0
2021-10-02 19:40:08,136076,2148,view,0
2021-10-02 19:41:51,136076,1761,view,0
2021-10-02 19:43:49,136076,2074,view,0
2021-10-02 19:44:47,136076,2374,view,0
2021-10-02 19:45:55,136076,1115,view,0
2021-10-02 19:47:50,136076,1230,view,0
2021-10-02 19:48:55,136076,3833,view,0
2021-10-02 19:51:03,136076,1556,view,0
2021-10-02 19:54:00,136076,2123,view,0
2021-10-02 19:54:49,136076,6167,view,0
2021-10-02 19:57:04,136076,3308,view,0
2021-10-02 19:59:05,136076,5530,view,0
2021-10-02 19:59:19,136076,411,view,0
2021-10-02 20:00:43,136076,244,view,0
2021-10-02 20:02:08,136076,6067,view,0
2021-10-02 20:04:15,136076,7088,view,0
2021-10-02 20:06:35,136076,4796,view,0
2021-10-02 20:07:51,136076,1070,view,0
2021-10-02 20:10:17,136076,4236,view,0
2021-10-02 20:11:43,136076,3698,view,0
2021-10-02 20:11:59,136076,5046,view,0
2021-10-02 20:12:16,136076,2550,view,0
2021-10-02 20:13:18,136076,4010,view,0
2021-10-02 20:14:19,136076,5221,view,0
2021-10-02 20:16:07,136076,4676,view,0
2021-10-02 20:17:54,136076,3766,view,0
2021-10-04 09:23:24,136076,4833,view,0
2021-10-04 09:23:43,136076,2501,view,1
2021-10-04 09:25:20,136076,2501,like,0
2021-10-04 09:25:22,136076,7290,view,0
2021-10-04 09:26:22,136076,2951,view,0
2021-10-04 09:28:23,136076,6070,view,0
2021-10-04 09:28:59,136076,1837,view,0
2021-10-04 09:31:00,136076,1196,view,0
2021-10-04 09:32:58,136076,1064,view,0
2021-10-04 09:35:19,136076,1602,view,0
2021-10-04 09:37:48,136076,5323,view,0
2021-10-04 09:38:30,136076,4651,view,0
2021-10-04 09:38:52,136076,5674,view,0
2021-10-04 09:39:51,136076,6777,view,0
2021-10-04 09:41:30,136076,1131,view,0
2021-10-04 09:42:52,136076,2881,view,0
2021-10-04 09:43:13,136076,53,view,0
2021-10-04 09:45:35,136076,3542,view,0
2021-10-04 09:47:04,136076,2058,view,0
2021-10-04 09:49:26,136076,4554,view,0
2021-10-04 09:51:13,136076,1614,view,0
2021-10-04 09:53:07,136076,4949,view,0
2021-10-04 09:54:44,136076,1887,view,0
2021-10-04 09:55:54,136076,5418,view,0
2021-10-04 09:56:07,136076,951,view,0
2021-10-04 09:58:40,136076,5114,view,0
2021-10-04 10:00:26,136076,4069,view,0
2021-10-19 20:50:51,136076,995,view,0
2021-10-19 20:52:57,136076,7214,view,0
2021-10-19 20:53:49,136076,3775,view,0
2021-10-19 20:56:13,136076,3275,view,1
2021-10-19 20:57:49,136076,3275,like,0
2021-10-19 20:57:51,136076,5654,view,0
2021-10-19 20:58:34,136076,994,view,0
2021-10-19 20:58:49,136076,5834,view,0
2021-10-19 20:59:39,136076,5515,view,0
2021-10-19 21:01:23,136076,3952,view,1
2021-10-19 21:03:15,136076,3952,like,0
2021-10-19 21:03:17,136076,6932,view,0
2021-10-19 21:04:22,136076,1416,view,0
2021-10-19 21:06:12,136076,7103,view,0
2021-10-19 21:07:18,136076,1579,view,1
2021-10-19 21:07:38,136076,1579,like,0
2021-10-19 21:07:40,136076,1468,view,0
2021-10-19 21:08:52,136076,5587,view,0
2021-10-19 21:09:25,136076,3326,view,0
2021-10-19 21:10:20,136076,3164,view,0
2021-10-19 21:10:34,136076,5402,view,0
2021-10-19 21:12:40,136076,5707,view,0
2021-10-19 21:14:58,136076,4894,view,0
2021-10-19 21:16:15,136076,4514,view,0
2021-10-19 21:16:56,136076,5280,view,0
2021-10-19 21:19:52,136076,4910,view,0
2021-10-19 21:20:35,136076,3950,view,0
2021-10-19 21:22:50,136076,5363,view,0
2021-10-19 21:25:43,136076,7083,view,0
2021-10-19 21:26:48,136076,915,view,0
2021-10-21 19:46:51,136076,4675,view,0
2021-10-21 19:47:14,136076,4233,view,0
2021-10-21 19:48:57,136076,4966,view,0
2021-10-21 19:51:14,136076,966,view,0
2021-10-21 19:52:37,136076,6010,view,0
2021-10-21 19:53:36,136076,6467,view,0
2021-10-21 19:53:51,136076,1671,view,0
2021-10-21 19:55:23,136076,1721,view,0
2021-10-21 19:55:36,136076,1196,view,0
2021-10-21 19:57:46,136076,6617,view,0
2021-10-21 19:59:42,136076,1370,view,0
2021-10-21 20:01:01,136076,1487,view,0
2021-10-21 20:01:22,136076,1118,view,0
2021-10-21 20:03:28,136076,1169,view,0
2021-10-21 20:06:24,136076,1673,view,0
2021-10-21 20:08:01,136076,1330,view,0
2021-10-21 20:09:56,136076,280,view,1
2021-10-21 20:12:33,136076,280,like,0
2021-10-21 20:12:35,136076,1307,view,0
2021-10-21 20:15:31,136076,1180,view,1
2021-10-21 20:17:40,136076,1180,like,0
2021-10-21 20:17:42,136076,4728,view,0
2021-10-21 20:18:56,136076,2593,view,0
2021-10-21 20:21:16,136076,2686,view,0
2021-10-21 20:22:47,136076,4271,view,0
2021-10-21 20:24:22,136076,373,view,0
2021-10-21 20:25:38,136076,5445,view,0
2021-10-21 20:26:20,136076,728,view,0
2021-10-21 20:26:31,136076,564,view,0
2021-10-21 20:27:30,136076,864,view,0
2021-10-21 20:28:25,136076,3761,view,0
2021-10-21 20:30:51,136076,5746,view,0
2021-10-21 20:33:50,136076,5275,view,0
2021-10-21 20:36:24,136076,5568,view,0
2021-10-21 20:37:18,136076,4023,view,0
2021-10-22 21:38:39,136076,4632,view,0
2021-10-22 21:39:01,136076,4903,view,1
2021-10-22 21:40:48,136076,4903,like,0
2021-10-22 21:40:50,136076,985,view,0
2021-10-22 21:41:31,136076,6472,view,0
2021-10-22 21:43:36,136076,1686,view,0
2021-10-22 21:45:28,136076,4304,view,0
2021-10-22 21:48:23,136076,2748,view,0
2021-10-22 21:50:04,136076,4924,view,0
2021-10-22 21:51:50,136076,6557,view,1
