timestamp,user_id,post_id,action,target
2021-11-15 23:12:36,98470,5034,like,0
2021-11-15 23:19:58,98470,82,like,0
2021-11-17 15:32:59,98470,6542,like,0
2021-11-17 15:37:03,98470,5776,like,0
2021-11-17 15:43:26,98470,2937,like,0
2021-11-17 15:59:14,98470,5716,like,0
2021-11-17 16:02:45,98470,404,like,0
2021-11-17 16:17:36,98470,6456,like,0
2021-11-24 09:48:56,98470,4693,like,0
2021-11-24 10:07:06,98470,1815,like,0
2021-11-24 10:15:27,98470,6606,like,0
2021-11-24 10:22:34,98470,1562,like,0
2021-11-26 08:06:26,98470,4434,like,0
2021-11-26 08:06:52,98470,2559,like,0
2021-11-26 08:11:57,98470,4779,like,0
2021-11-26 08:17:38,98470,6820,like,0
2021-11-26 08:27:21,98470,5812,like,0
2021-11-26 08:35:03,98470,1311,like,0
2021-11-30 15:30:30,98470,302,like,0
2021-11-30 15:36:22,98470,4277,like,0
2021-11-10 10:54:15,25588,4372,like,0
2021-11-10 10:58:01,25588,2379,like,0
2021-11-10 10:59:05,25588,895,like,0
2021-11-10 11:03:53,25588,6338,like,0
2021-11-10 11:18:10,25588,3460,like,0
2021-11-10 11:20:40,25588,3425,like,0
2021-11-12 18:26:23,25588,699,like,0
2021-11-12 18:32:19,25588,1992,like,0
2021-11-12 18:34:28,25588,1235,like,0
2021-11-12 18:47:03,25588,5914,like,0
2021-11-19 07:50:09,25588,6628,like,0
2021-11-19 07:54:42,25588,1375,like,0
2021-11-19 07:59:49,25588,4313,like,0
2021-11-19 08:10:47,25588,3716,like,0
2021-11-19 08:16:19,25588,3915,like,0
2021-11-19 08:18:01,25588,6030,like,0
2021-11-19 08:24:16,25588,5955,like,0
2021-11-19 08:35:46,25588,3937,like,0
2021-11-30 17:01:26,25588,1702,like,0
2021-12-03 22:20:50,25588,162,like,0
2021-12-03 22:34:35,25588,3241,like,0
2021-12-03 22:38:08,25588,975,like,0
2021-12-03 22:41:35,25588,6153,like,0
2021-12-03 22:58:57,25588,1486,like,0
2021-12-15 14:23:21,25588,514,like,0
2021-12-15 14:23:43,25588,6148,like,0
2021-12-15 14:24:16,25588,2061,like,0
2021-12-15 14:26:07,25588,509,like,0
2021-12-15 14:34:03,25588,3204,like,0
2021-12-15 14:35:15,25588,45,like,0
2021-12-17 17:15:08,25588,4886,like,0
2021-12-17 17:16:20,25588,4989,like,0
2021-12-17 17:22:47,25588,3939,like,0
2021-12-17 17:25:16,25588,6375,like,0
2021-12-17 17:31:07,25588,2650,like,0
2021-12-17 17:43:15,25588,6909,like,0
2021-12-17 17:45:01,25588,194,like,0
2021-10-05 09:44:49,12072,5218,like,0
2021-10-05 09:49:50,12072,3053,like,0
2021-10-05 09:57:55,12072,7097,like,0
2021-10-05 10:08:21,12072,6716,like,0
2021-10-05 10:14:00,12072,768,like,0
2021-10-05 10:16:58,12072,3772,like,0
2021-10-05 10:26:28,12072,733,like,0
2021-10-05 10:30:20,12072,2356,like,0
2021-10-15 11:13:54,12072,2465,like,0
2021-10-15 11:24:07,12072,4681,like,0
2021-10-15 11:59:13,12072,1834,like,0
2021-11-02 10:56:40,12072,4426,like,0
2021-11-02 11:03:45,12072,5229,like,0
2021-11-02 11:09:02,12072,4859,like,0
2021-11-02 11:09:39,12072,4083,like,0
2021-11-02 11:16:00,12072,1129,like,0
2021-11-02 11:18:35,12072,5293,like,0
